"State" "Account.Length" "Area.Code" "Phone" "Int.l.Plan" "VMail.Plan" "VMail.Message" "Day.Mins" "Day.Calls" "Day.Charge" "Eve.Mins" "Eve.Calls" "Eve.Charge" "Night.Mins" "Night.Calls" "Night.Charge" "Intl.Mins" "Intl.Calls" "Intl.Charge" "CustServ.Calls" "Churn."
"MS" 140 408 "372-5262" "no" "no" 0 162.6 98 27.64 206.2 109 17.53 141.6 66 6.37 8.2 2 2.21 1 "False."
"MS" 70 510 "376-9940" "no" "no" 0 147.1 105 25.01 200 135 17 234.9 65 10.57 12.5 9 3.38 3 "False."
"MS" 65 415 "383-9306" "yes" "no" 0 277.9 123 47.24 155.8 112 13.24 256.9 71 11.56 9.2 10 2.48 0 "True."
"MS" 38 415 "386-2970" "no" "no" 0 117.3 114 19.94 208.7 105 17.74 203.4 98 9.15 14.4 2 3.89 2 "False."
"MS" 123 415 "388-8948" "yes" "no" 0 125.5 106 21.34 128.9 96 10.96 251.9 129 11.34 6.3 6 1.7 4 "True."
"MS" 114 415 "389-6790" "no" "yes" 34 154.4 109 26.25 221.4 142 18.82 208.5 103 9.38 10.3 5 2.78 0 "False."
"MS" 17 408 "391-6709" "no" "yes" 35 198.5 123 33.75 270.6 74 23 209.9 130 9.45 8.1 10 2.19 1 "False."
"MS" 118 415 "397-9148" "no" "yes" 26 170.8 114 29.04 199.5 125 16.96 169.7 98 7.64 9.6 5 2.59 5 "False."
"MS" 64 408 "402-1942" "yes" "no" 0 236.2 77 40.15 218.6 85 18.58 194.1 97 8.73 13.2 2 3.56 2 "True."
"MS" 130 510 "402-5509" "no" "yes" 26 257.2 108 43.72 224.3 122 19.07 204 118 9.18 12.6 4 3.4 1 "False."
"MS" 122 408 "402-8930" "no" "yes" 45 147.8 85 25.13 147.4 93 12.53 203.5 110 9.16 14 5 3.78 1 "False."
"MS" 115 415 "404-6337" "no" "no" 0 166.5 111 28.31 236.2 98 20.08 205.6 92 9.25 15.6 2 4.21 1 "False."
"MS" 111 415 "404-9978" "no" "yes" 36 96.8 123 16.46 170.6 105 14.5 166 85 7.47 13.4 4 3.62 2 "False."
"MS" 145 510 "405-6398" "yes" "yes" 30 175.3 107 29.8 153.3 116 13.03 233.6 85 10.51 11.1 3 3 1 "False."
"MS" 143 510 "406-7670" "no" "no" 0 155.4 112 26.42 290.9 92 24.73 228.4 91 10.28 13.9 5 3.75 1 "False."
"MS" 158 510 "411-3578" "no" "no" 0 175.9 105 29.9 188.3 88 16.01 188.3 98 8.47 11 6 2.97 1 "False."
"MS" 13 415 "413-7468" "no" "no" 0 303.2 133 51.54 170.5 86 14.49 227.6 80 10.24 11.5 3 3.11 0 "False."
"MS" 61 510 "414-8718" "no" "yes" 27 187.5 124 31.88 146.6 103 12.46 225.7 129 10.16 6.4 6 1.73 4 "False."
"MS" 126 415 "417-4309" "no" "no" 0 228.7 102 38.88 168.7 99 14.34 223.5 100 10.06 11.8 4 3.19 1 "False."
"MS" 150 510 "417-6252" "no" "no" 0 126 99 21.42 238.5 73 20.27 285.1 100 12.83 10.2 6 2.75 3 "False."
"MS" 38 415 "420-8953" "no" "yes" 25 142.4 106 24.21 313.7 109 26.66 126.6 117 5.7 13.4 6 3.62 2 "False."
"MS" 120 415 "421-3226" "no" "no" 0 131.7 99 22.39 163.1 109 13.86 201.1 116 9.05 10.7 3 2.89 1 "False."
"MT" 160 415 "329-8436" "no" "no" 0 97.5 113 16.58 268.1 69 22.79 255.3 62 11.49 13.2 4 3.56 3 "False."
"MT" 137 408 "330-5824" "yes" "no" 0 258 112 43.86 246.5 117 20.95 173.2 100 7.79 10.9 3 2.94 0 "False."
"MT" 121 408 "334-4354" "no" "no" 0 213.2 79 36.24 120.7 116 10.26 244.4 102 11 7.5 4 2.03 1 "False."
"MT" 16 510 "338-1724" "no" "no" 0 153.2 65 26.04 229.7 90 19.52 148.2 94 6.67 10.7 8 2.89 1 "False."
"MT" 103 510 "342-1004" "no" "yes" 35 110.5 101 18.79 208.3 81 17.71 87.4 77 3.93 13.9 2 3.75 4 "True."
"MT" 126 415 "344-3466" "no" "yes" 30 153.4 90 26.08 151.4 97 12.87 153.8 97 6.92 12.8 4 3.46 4 "True."
"MT" 63 415 "356-7817" "no" "yes" 33 184.2 111 31.31 312.6 89 26.57 264 55 11.88 12.2 4 3.29 1 "False."
"MT" 28 415 "357-9136" "no" "no" 0 121.7 48 20.69 125.8 112 10.69 261.6 122 11.77 8.3 2 2.24 6 "True."
"MT" 50 415 "360-2107" "no" "yes" 22 252.9 112 42.99 177.9 99 15.12 158.4 146 7.13 8.5 4 2.3 3 "False."
"MT" 169 415 "361-9621" "no" "no" 0 100.8 112 17.14 230 69 19.55 193.6 95 8.71 9.5 2 2.57 0 "False."
"MT" 101 408 "362-2787" "no" "yes" 16 118.9 112 20.21 228.3 97 19.41 180.1 111 8.1 8.2 5 2.21 2 "False."
"MT" 125 510 "366-5829" "no" "no" 0 143.2 80 24.34 88.1 94 7.49 233.2 135 10.49 8.8 7 2.38 4 "True."
"MT" 73 415 "370-3450" "no" "no" 0 160.1 110 27.22 213.3 72 18.13 174.1 72 7.83 13 4 3.51 0 "False."
"MT" 34 415 "372-4203" "no" "yes" 14 151.5 100 25.76 248.7 126 21.14 199.8 120 8.99 10.7 5 2.89 2 "False."
"MT" 119 510 "374-5301" "no" "no" 0 134.9 70 22.93 211.5 74 17.98 188.5 105 8.48 11.3 6 3.05 1 "False."
"MT" 78 415 "377-7561" "no" "no" 0 191.7 122 32.59 241.4 88 20.52 203.5 86 9.16 9.1 5 2.46 1 "False."
"MT" 143 408 "385-2699" "no" "yes" 22 141.8 116 24.11 167.3 99 14.22 178.1 130 8.01 7.8 3 2.11 1 "False."
"MT" 100 415 "385-7148" "no" "no" 0 96.5 86 16.41 210.2 133 17.87 146.4 106 6.59 12.5 3 3.38 1 "False."
"MT" 60 415 "387-4504" "no" "no" 0 145 133 24.65 209.1 92 17.77 328.5 112 14.78 14.6 2 3.94 1 "False."
"MT" 54 415 "387-5453" "no" "no" 0 272.6 83 46.34 248.7 74 21.14 197.4 111 8.88 9.5 2 2.57 1 "False."
"MT" 58 510 "387-9301" "no" "yes" 29 240.4 80 40.87 118.9 91 10.11 164.2 108 7.39 11.2 3 3.02 1 "False."
"MT" 106 510 "392-6420" "no" "no" 0 169.4 107 28.8 197.2 71 16.76 202.2 79 9.1 10.7 4 2.89 1 "False."
"MT" 72 415 "398-8385" "no" "no" 0 253 73 43.01 219.3 78 18.64 210.8 89 9.49 9.8 4 2.65 0 "False."
"MT" 102 408 "399-2457" "no" "no" 0 273.2 85 46.44 211.1 82 17.94 203.7 129 9.17 13.1 7 3.54 2 "True."
"MT" 111 408 "400-1636" "no" "no" 0 142.3 75 24.19 122.8 106 10.44 229.5 94 10.33 12.8 9 3.46 2 "False."
"MT" 109 408 "405-4920" "no" "no" 0 264.7 69 45 305 120 25.93 197.4 86 8.88 9.5 9 2.57 1 "True."
"MT" 66 510 "407-2750" "no" "no" 0 201.3 95 34.22 152.8 66 12.99 233.2 101 10.49 7.5 4 2.03 1 "False."
"MT" 94 415 "407-8376" "no" "no" 0 137.5 118 23.38 203.2 88 17.27 150 131 6.75 13.4 2 3.62 0 "False."
"MT" 147 415 "408-8269" "no" "yes" 35 197.3 134 33.54 141.1 99 11.99 212.1 90 9.54 10.1 4 2.73 2 "False."
"MT" 106 415 "410-9633" "no" "no" 0 187.1 104 31.81 250.2 117 21.27 144.9 81 6.52 11 3 2.97 1 "False."
"MT" 109 510 "415-9649" "no" "no" 0 154.8 82 26.32 287.7 109 24.45 208.4 80 9.38 5.9 9 1.59 3 "False."
"MT" 97 415 "416-7013" "no" "yes" 15 117.6 97 19.99 196.3 126 16.69 157.4 113 7.08 6.4 3 1.73 1 "False."
"MT" 80 510 "416-7866" "yes" "yes" 30 184.2 132 31.31 167.5 109 14.24 212.8 114 9.58 10 10 2.7 0 "False."
"MT" 157 408 "417-3257" "no" "no" 0 240.2 67 40.83 153 98 13.01 249 72 11.21 10.2 6 2.75 2 "False."
"MT" 48 415 "418-8450" "no" "yes" 36 230.9 92 39.25 167.6 121 14.25 270 87 12.15 7.6 4 2.05 3 "False."
"MT" 124 415 "420-5652" "no" "yes" 30 144.5 35 24.57 262.3 101 22.3 226.5 82 10.19 12 7 3.24 2 "False."
"MT" 185 408 "422-4394" "no" "yes" 29 151.1 121 25.69 244.7 88 20.8 154.4 91 6.95 13.8 2 3.73 2 "False."
"NC" 74 415 "329-5377" "no" "no" 0 102.7 89 17.46 149.3 100 12.69 188.1 114 8.46 11 5 2.97 0 "False."
"NC" 169 408 "333-7869" "no" "no" 0 142.5 82 24.23 231.4 110 19.67 131.2 67 5.9 10 4 2.7 2 "False."
"NC" 64 408 "333-9253" "no" "yes" 19 180.1 106 30.62 127.5 92 10.84 237.4 118 10.68 7.5 3 2.03 0 "False."
"NC" 112 415 "334-1872" "no" "no" 0 193.3 96 32.86 264.1 123 22.45 128.6 115 5.79 9.1 3 2.46 4 "False."
"NC" 77 408 "334-6129" "yes" "yes" 44 103.2 117 17.54 236.3 86 20.09 203.5 101 9.16 11.9 2 3.21 0 "False."
"NC" 43 415 "334-7685" "no" "no" 0 84.2 134 14.31 80.8 103 6.87 196.1 79 8.82 10.8 2 2.92 1 "False."
"NC" 111 408 "338-6550" "no" "no" 0 224.9 117 38.23 191.9 127 16.31 229.9 97 10.35 10.3 3 2.78 0 "False."
"NC" 116 408 "338-7527" "no" "yes" 19 155.7 104 26.47 185.4 118 15.76 192.7 116 8.67 8.2 2 2.21 3 "False."
"NC" 64 510 "341-2603" "yes" "yes" 33 127.2 93 21.62 162.9 104 13.85 247.4 109 11.13 8.1 13 2.19 0 "False."
"NC" 126 415 "342-1702" "no" "no" 0 103.7 93 17.63 127 107 10.8 329.3 66 14.82 14.4 1 3.89 0 "False."
"NC" 127 510 "343-2597" "no" "no" 0 134.9 79 22.93 221.5 114 18.83 113.8 118 5.12 15 2 4.05 1 "False."
"NC" 133 408 "344-3160" "yes" "yes" 32 221.1 137 37.59 264.9 99 22.52 168.9 108 7.6 15.4 4 4.16 2 "True."
"NC" 27 408 "345-6515" "no" "no" 0 201.2 128 34.2 227.2 100 19.31 145.8 91 6.56 8.4 3 2.27 2 "False."
"NC" 129 415 "347-5113" "no" "no" 0 54.7 131 9.3 256.1 105 21.77 176.6 135 7.95 11.1 4 3 1 "False."
"NC" 63 415 "347-7420" "no" "yes" 29 142.3 107 24.19 118.7 56 10.09 240.1 91 10.8 6.6 8 1.78 1 "False."
"NC" 124 415 "352-6265" "no" "no" 0 188.5 77 32.05 182 123 15.47 218.2 127 9.82 6.1 6 1.65 1 "False."
"NC" 101 415 "354-2985" "no" "no" 0 232.7 114 39.56 186.4 123 15.84 153.3 122 6.9 11.5 6 3.11 5 "False."
"NC" 104 415 "357-2429" "no" "yes" 18 182.1 66 30.96 213.6 65 18.16 193 108 8.69 13.4 9 3.62 2 "False."
"NC" 73 408 "362-8378" "no" "no" 0 187.8 95 31.93 149.2 143 12.68 201.4 113 9.06 11 4 2.97 2 "False."
"NC" 149 510 "363-1719" "no" "no" 0 207.3 115 35.24 198.4 82 16.86 114.1 83 5.13 8.6 4 2.32 1 "False."
"NC" 170 415 "366-4444" "no" "no" 0 246.4 107 41.89 228.1 124 19.39 166.4 95 7.49 9.1 8 2.46 0 "False."
"NC" 117 510 "376-5471" "no" "no" 0 214.4 94 36.45 138 149 11.73 148.7 102 6.69 9.9 1 2.67 2 "False."
"NC" 103 510 "379-2508" "no" "no" 0 166.6 84 28.32 192.4 91 16.35 167.9 115 7.56 7.7 6 2.08 1 "False."
"NC" 182 415 "379-6970" "no" "no" 0 279.5 118 47.52 203.2 113 17.27 174.2 101 7.84 10.7 4 2.89 2 "True."
"NC" 95 408 "384-3413" "no" "no" 0 128.6 115 21.86 216.2 88 18.38 255.3 96 11.49 6.3 2 1.7 6 "True."
"NC" 86 510 "391-8626" "no" "no" 0 190.5 115 32.39 179.6 130 15.27 258.5 89 11.63 10.1 5 2.73 3 "False."
"NC" 26 415 "393-3300" "no" "no" 0 234.5 109 39.87 216.5 129 18.4 191.6 94 8.62 3.5 6 0.95 3 "False."
"NC" 103 415 "396-4845" "no" "no" 0 263.4 118 44.78 179.1 69 15.22 214.7 112 9.66 10.3 2 2.78 0 "False."
"NC" 122 415 "396-8662" "no" "no" 0 215.6 86 36.65 167.8 59 14.26 207 67 9.32 6.4 8 1.73 3 "False."
"NC" 114 408 "405-7542" "no" "no" 0 193 101 32.81 250 81 21.25 133.3 79 6 9.6 2 2.59 2 "False."
"NC" 54 415 "407-7258" "yes" "no" 0 190.5 108 32.39 259.7 108 22.07 141.5 111 6.37 9.7 2 2.62 2 "False."
"NC" 73 415 "414-5786" "no" "yes" 31 194.4 104 33.05 176 84 14.96 230.1 110 10.35 11.5 3 3.11 0 "False."
"NC" 127 415 "418-5141" "no" "yes" 25 82.2 95 13.97 163.3 109 13.88 264.9 104 11.92 5.1 6 1.38 0 "False."
"NC" 80 415 "420-8435" "yes" "no" 0 189.1 122 32.15 223.2 92 18.97 269 116 12.11 13.9 3 3.75 2 "True."
"NC" 76 510 "421-8141" "no" "no" 0 165.7 94 28.17 257.4 80 21.88 170.8 114 7.69 10 4 2.7 1 "False."
"ND" 118 415 "329-3458" "no" "yes" 39 91.5 125 15.56 219.9 113 18.69 229 99 10.31 12.7 8 3.43 2 "False."
"ND" 166 510 "345-8433" "no" "no" 0 197.9 89 33.64 251 113 21.34 138.3 85 6.22 11.2 2 3.02 2 "False."
"ND" 154 408 "346-4216" "no" "yes" 35 224 102 38.08 192 99 16.32 163.1 100 7.34 9.6 2 2.59 0 "False."
"ND" 98 510 "347-9737" "no" "no" 0 187.2 127 31.82 195.6 88 16.63 181.8 129 8.18 5.1 4 1.38 1 "False."
"ND" 124 415 "351-1466" "no" "no" 0 150.3 101 25.55 255.9 112 21.75 136.7 62 6.15 12.5 4 3.38 2 "False."
"ND" 60 510 "353-9339" "no" "no" 0 203.2 99 34.54 235.8 131 20.04 224.9 112 10.12 15.1 6 4.08 2 "False."
"ND" 35 415 "361-4137" "no" "no" 0 260.8 87 44.34 258.1 78 21.94 131.3 123 5.91 5.8 2 1.57 1 "False."
"ND" 82 415 "362-9983" "no" "yes" 29 163.8 77 27.85 134.9 112 11.47 79.3 95 3.57 8.8 2 2.38 2 "False."
"ND" 101 415 "364-5510" "no" "yes" 36 123.7 125 21.03 172.6 106 14.67 280.5 127 12.62 8.8 4 2.38 1 "False."
"ND" 105 415 "366-8036" "no" "yes" 23 193.5 85 32.9 220.2 90 18.72 272.4 111 12.26 8.5 5 2.3 0 "False."
"ND" 180 415 "369-1929" "no" "no" 0 224.9 105 38.23 250 101 21.25 216.1 73 9.72 6.7 5 1.81 3 "False."
"ND" 136 510 "375-8596" "yes" "no" 0 256.8 90 43.66 230.1 104 19.56 143.6 82 6.46 9.1 10 2.46 3 "False."
"ND" 145 415 "378-1936" "no" "no" 0 245.8 116 41.79 286.7 91 24.37 240.7 115 10.83 9 13 2.43 1 "True."
"ND" 135 510 "378-4013" "yes" "yes" 24 127.7 54 21.71 215 105 18.28 234.3 84 10.54 5.8 4 1.57 2 "False."
"ND" 101 415 "379-4583" "no" "yes" 28 105.9 132 18 231.7 107 19.69 281.3 120 12.66 10.7 5 2.89 1 "False."
"ND" 123 408 "383-8364" "no" "no" 0 159.1 94 27.05 241.6 119 20.54 202.4 120 9.11 6.5 1 1.76 1 "False."
"ND" 56 510 "384-5335" "no" "no" 0 164.3 92 27.93 233.7 107 19.86 187.3 104 8.43 11.8 1 3.19 2 "False."
"ND" 177 408 "384-9033" "no" "no" 0 189.5 99 32.22 176.3 117 14.99 225.9 112 10.17 14.2 2 3.83 1 "False."
"ND" 104 415 "389-7620" "no" "no" 0 118.5 92 20.15 177.8 109 15.11 255.7 98 11.51 12.1 4 3.27 1 "False."
"ND" 68 408 "391-8369" "no" "no" 0 219.6 97 37.33 141.1 144 11.99 205.7 101 9.26 10.8 4 2.92 2 "False."
"ND" 131 408 "393-9548" "no" "yes" 33 177.1 100 30.11 194 85 16.49 253.4 124 11.4 5.2 5 1.4 1 "False."
"ND" 101 415 "395-1380" "no" "no" 0 217.7 118 37.01 231.7 128 19.69 185.3 128 8.34 0 0 0 3 "False."
"ND" 122 408 "395-1901" "no" "no" 0 231.2 141 39.3 267.8 136 22.76 240.3 100 10.81 8.8 5 2.38 1 "False."
"ND" 75 408 "396-4171" "no" "yes" 24 225.5 119 38.34 182 108 15.47 270.9 106 12.19 9.4 2 2.54 3 "False."
"ND" 182 415 "400-3945" "no" "no" 0 104.9 111 17.83 198.5 120 16.87 258.2 91 11.62 8 5 2.16 2 "False."
"ND" 84 415 "400-7253" "no" "yes" 33 159.1 106 27.05 149.8 101 12.73 213.4 108 9.6 13 18 3.51 1 "False."
"ND" 27 415 "405-1589" "no" "no" 0 227.4 67 38.66 248 115 21.08 61.4 109 2.76 7.8 6 2.11 1 "False."
"ND" 88 415 "414-4162" "no" "no" 0 161.5 92 27.46 173.5 108 14.75 206.2 95 9.28 7.9 4 2.13 2 "False."
"ND" 118 408 "419-3427" "no" "no" 0 224.6 94 38.18 225.9 120 19.2 269 105 12.11 12.5 8 3.38 2 "False."
"ND" 68 408 "421-2723" "no" "yes" 22 82.5 97 14.03 289.9 94 24.64 180 114 8.1 4.8 4 1.3 3 "False."
"NE" 105 408 "327-6764" "no" "no" 0 162.3 99 27.59 212.5 95 18.06 214.7 114 9.66 11.1 8 3 4 "False."
"NE" 123 415 "330-6208" "no" "no" 0 150 98 25.5 89.8 95 7.63 326 91 14.67 11.1 3 3 3 "False."
"NE" 174 415 "331-3698" "no" "no" 0 124.3 76 21.13 277.1 112 23.55 250.7 115 11.28 15.5 5 4.19 3 "False."
"NE" 131 408 "331-4902" "no" "yes" 36 214.2 115 36.41 161.7 117 13.74 264.7 102 11.91 9.5 4 2.57 3 "False."
"NE" 76 415 "334-6519" "no" "no" 0 272.7 97 46.36 236.4 95 20.09 235.5 105 10.6 7.7 2 2.08 0 "True."
"NE" 132 510 "335-1838" "no" "no" 0 99.5 110 16.92 129.1 80 10.97 125.1 124 5.63 9.7 3 2.62 0 "False."
"NE" 66 415 "337-1225" "no" "no" 0 34 133 5.78 278.6 61 23.68 129.6 120 5.83 11.5 3 3.11 0 "False."
"NE" 91 510 "339-6968" "no" "no" 0 159 109 27.03 255.1 142 21.68 82.4 73 3.71 10.1 4 2.73 0 "False."
"NE" 139 415 "346-5349" "no" "yes" 25 138.3 96 23.51 80.6 79 6.85 163.7 83 7.37 8.3 8 2.24 0 "False."
"NE" 103 408 "347-2378" "no" "no" 0 160.8 91 27.34 155.8 82 13.24 254.3 103 11.44 8.5 3 2.3 1 "False."
"NE" 127 510 "348-5567" "yes" "no" 0 180.9 114 30.75 209.5 118 17.81 249.9 105 11.25 7.4 4 2 2 "False."
"NE" 77 415 "350-1532" "no" "no" 0 169.4 102 28.8 184.9 144 15.72 234.3 89 10.54 2 7 0.54 1 "False."
"NE" 46 408 "352-7072" "no" "no" 0 210.2 92 35.73 227.3 77 19.32 200.1 116 9 13.1 7 3.54 1 "False."
"NE" 90 415 "353-6870" "no" "no" 0 145.5 92 24.74 217.7 114 18.5 146.9 123 6.61 10.9 2 2.94 3 "False."
"NE" 124 510 "359-9223" "no" "no" 0 191.3 134 32.52 261.5 113 22.23 182.3 111 8.2 10 3 2.7 1 "False."
"NE" 154 415 "363-6896" "no" "no" 0 191.4 93 32.54 205.4 119 17.46 205.7 121 9.26 10.2 3 2.75 3 "False."
"NE" 149 415 "369-5942" "no" "no" 0 156 56 26.52 56 116 4.76 163.3 104 7.35 8.9 8 2.4 0 "False."
"NE" 139 415 "375-9930" "no" "no" 0 211.1 103 35.89 206.9 108 17.59 193.9 70 8.73 5.6 4 1.51 0 "False."
"NE" 94 415 "377-1765" "no" "no" 0 252.6 104 42.94 169 125 14.37 170.9 106 7.69 11.1 7 3 2 "False."
"NE" 67 415 "380-3311" "no" "yes" 41 174.7 86 29.7 160.6 93 13.65 155.3 108 6.99 13.4 1 3.62 0 "False."
"NE" 126 415 "387-1535" "no" "no" 0 249.8 96 42.47 261.9 92 22.26 166.8 108 7.51 12.7 4 3.43 3 "True."
"NE" 112 415 "388-4282" "no" "no" 0 167.6 100 28.49 154.5 90 13.13 281.4 107 12.66 17.3 3 4.67 2 "False."
"NE" 155 408 "391-2702" "no" "yes" 21 195.9 91 33.3 213.9 84 18.18 88.2 111 3.97 8.6 4 2.32 0 "False."
"NE" 37 408 "393-7892" "yes" "yes" 39 149.7 122 25.45 211.1 75 17.94 114.3 90 5.14 9.2 4 2.48 1 "False."
"NE" 105 415 "397-7500" "no" "yes" 27 141.2 96 24 167.7 94 14.25 274.4 101 12.35 11.4 2 3.08 1 "False."
"NE" 86 408 "399-6852" "no" "no" 0 83.8 121 14.25 240.2 96 20.42 158.6 108 7.14 6.7 8 1.81 1 "False."
"NE" 74 415 "400-3150" "no" "yes" 25 194.6 84 33.08 119.9 103 10.19 175.5 75 7.9 13.1 2 3.54 2 "False."
"NE" 194 408 "408-3532" "no" "no" 0 48.4 101 8.23 281.1 138 23.89 218.5 87 9.83 18.2 1 4.91 1 "False."
"NE" 44 415 "416-8697" "no" "no" 0 240.3 146 40.85 164.6 83 13.99 240.7 106 10.83 10.6 2 2.86 1 "False."
"NE" 78 510 "422-8333" "no" "yes" 32 210.3 116 35.75 192.2 83 16.34 246.1 92 11.07 10.8 4 2.92 6 "False."
"NH" 152 510 "336-9273" "no" "no" 0 228.1 93 38.78 136.4 106 11.59 197.3 107 8.88 9 2 2.43 1 "False."
"NH" 146 510 "345-2319" "no" "no" 0 115.6 77 19.65 213.6 100 18.16 218.4 72 9.83 10.7 6 2.89 1 "False."
"NH" 121 510 "346-6352" "no" "yes" 35 193.8 62 32.95 197.6 97 16.8 218.8 95 9.85 5.9 4 1.59 0 "False."
"NH" 161 415 "349-4397" "no" "no" 0 173.4 100 29.48 213.7 74 18.16 141.5 69 6.37 11.5 4 3.11 1 "False."
"NH" 101 510 "352-5081" "no" "no" 0 220.3 124 37.45 188.6 101 16.03 278.4 98 12.53 10.6 4 2.86 1 "False."
"NH" 155 408 "353-6300" "no" "no" 0 216.7 30 36.84 144.3 125 12.27 135.3 106 6.09 10.8 1 2.92 2 "False."
"NH" 67 415 "355-1113" "no" "yes" 40 104.9 65 17.83 216.3 93 18.39 217.4 128 9.78 9.6 9 2.59 1 "False."
"NH" 125 415 "357-1938" "yes" "no" 0 298.4 78 50.73 270.5 142 22.99 107.3 84 4.83 12.2 2 3.29 0 "True."
"NH" 119 415 "359-3833" "no" "yes" 19 178.1 110 30.28 212.8 100 18.09 226.3 123 10.18 10 6 2.7 1 "False."
"NH" 19 408 "361-3337" "no" "no" 0 186.1 98 31.64 254.3 57 21.62 214 127 9.63 14.6 7 3.94 2 "False."
"NH" 130 415 "373-3549" "no" "no" 0 213.1 105 36.23 206.2 108 17.53 163.4 93 7.35 8.9 3 2.4 0 "False."
"NH" 55 408 "373-7690" "no" "yes" 20 189.3 95 32.18 118.6 113 10.08 250.2 102 11.26 12.5 4 3.38 2 "False."
"NH" 90 415 "383-2251" "no" "yes" 42 193.3 66 32.86 263.3 85 22.38 214.4 97 9.65 11.1 4 3 0 "False."
"NH" 56 415 "389-5988" "no" "yes" 24 121.7 87 20.69 184 76 15.64 266.6 98 12 12.7 3 3.43 1 "False."
"NH" 130 408 "390-4003" "no" "no" 0 68.4 86 11.63 193.3 110 16.43 171.5 139 7.72 10.4 4 2.81 0 "False."
"NH" 35 408 "393-8762" "no" "no" 0 138.1 115 23.48 158.2 82 13.45 215.7 118 9.71 10.3 2 2.78 5 "True."
"NH" 64 408 "394-2445" "no" "yes" 27 182.1 91 30.96 169.7 98 14.42 164.7 86 7.41 10.6 5 2.86 2 "False."
"NH" 120 510 "395-2579" "no" "yes" 43 177.9 117 30.24 175.1 70 14.88 161.3 117 7.26 11.5 4 3.11 1 "False."
"NH" 117 510 "397-1766" "yes" "no" 0 54.2 100 9.21 303.2 84 25.77 171.8 84 7.73 8.6 2 2.32 1 "False."
"NH" 133 408 "401-1454" "no" "no" 0 162.1 91 27.56 212.1 94 18.03 260.4 78 11.72 12.2 5 3.29 1 "False."
"NH" 95 510 "409-3018" "no" "no" 0 142.5 109 24.23 176.1 107 14.97 189.6 88 8.53 8.2 3 2.21 2 "False."
"NH" 97 408 "410-7553" "no" "yes" 28 283.1 93 48.13 185.4 98 15.76 312.8 78 14.08 6.1 8 1.65 1 "True."
"NH" 93 408 "411-1045" "no" "no" 0 179.3 93 30.48 188.8 65 16.05 253.2 88 11.39 12.1 5 3.27 1 "False."
"NH" 119 408 "420-3192" "no" "no" 0 138.3 89 23.51 170.5 78 14.49 263.9 98 11.88 13.5 6 3.65 3 "False."
"NJ" 80 415 "330-4978" "no" "no" 0 268.7 120 45.68 301 147 25.59 167 140 7.52 5.8 1 1.57 2 "True."
"NJ" 111 510 "332-5084" "no" "no" 0 176.9 128 30.07 102.8 56 8.74 213.7 84 9.62 10.5 2 2.84 4 "True."
"NJ" 60 408 "335-2967" "no" "no" 0 289.8 101 49.27 255.6 115 21.73 242.8 76 10.93 11.7 4 3.16 2 "True."
"NJ" 123 408 "336-1749" "no" "no" 0 159.5 77 27.12 303.8 92 25.82 226.9 120 10.21 12 4 3.24 0 "False."
"NJ" 107 408 "338-9612" "no" "yes" 36 96.3 83 16.37 179.6 91 15.27 166.3 121 7.48 10.3 2 2.78 1 "False."
"NJ" 88 415 "347-8659" "no" "no" 0 301.5 136 51.26 257.7 72 21.9 132.9 118 5.98 13.4 2 3.62 4 "True."
"NJ" 95 408 "348-8015" "yes" "yes" 37 220.2 109 37.43 185.3 99 15.75 205.1 82 9.23 4.1 2 1.11 0 "False."
"NJ" 107 415 "354-9062" "no" "no" 0 212.1 95 36.06 150.1 88 12.76 219.8 111 9.89 7.7 2 2.08 3 "False."
"NJ" 128 415 "358-9095" "no" "no" 0 237.9 125 40.44 247.6 93 21.05 208.9 68 9.4 13.9 4 3.75 1 "False."
"NJ" 106 415 "365-2153" "no" "no" 0 207.9 91 35.34 172 109 14.62 191.8 143 8.63 14.4 7 3.89 4 "False."
"NJ" 96 510 "368-6111" "no" "no" 0 150 122 25.5 218.5 116 18.57 212.4 89 9.56 9.8 1 2.65 3 "False."
"NJ" 197 510 "372-8405" "no" "no" 0 154.8 111 26.32 171.5 102 14.58 227.3 86 10.23 10.6 2 2.86 3 "False."
"NJ" 134 510 "373-3959" "no" "yes" 34 247.2 105 42.02 225.5 133 19.17 186.3 76 8.38 6.1 5 1.65 2 "False."
"NJ" 139 415 "376-2408" "no" "yes" 43 231 85 39.27 222.3 82 18.9 148 105 6.66 8.3 5 2.24 2 "False."
"NJ" 93 510 "384-5632" "yes" "yes" 38 225.7 117 38.37 119.6 122 10.17 193.2 125 8.69 14 7 3.78 1 "True."
"NJ" 78 415 "390-6101" "no" "no" 0 231 115 39.27 230.4 140 19.58 261.4 120 11.76 9.5 3 2.57 1 "False."
"NJ" 64 510 "391-4652" "no" "no" 0 162.6 83 27.64 152.3 109 12.95 57.5 122 2.59 14.2 3 3.83 1 "False."
"NJ" 100 415 "396-5189" "no" "no" 0 203.8 122 34.65 283.1 76 24.06 197.3 83 8.88 12.5 3 3.38 0 "False."
"NJ" 113 415 "397-6425" "no" "no" 0 186 55 31.62 237.4 105 20.18 148.1 83 6.66 12.2 6 3.29 1 "False."
"NJ" 151 415 "399-3840" "no" "no" 0 118.9 128 20.21 278.3 65 23.66 194.8 61 8.77 13.2 10 3.56 2 "False."
